post_title,post_url,author_name,author_url,response_count,response_latest_time
劲松华腾园纯女床位转租,https://www.douban.com/group/topic/261361972/,Koala,https://www.douban.com/people/187204368/,0,2022-03-02 18:12:00
中关村人大｜无中介房东直租 中湾国际公寓 苏州街地铁站600米,https://www.douban.com/group/topic/261361613/,小鲸鱼,https://www.douban.com/people/143371741/,2,2022-03-02 18:07:00
白菜价 只要1600  五道口地铁， 清华同方 五道口购物中心 精装温馨大单间 随时看房 拎包入住,https://www.douban.com/group/topic/261361597/,豆友200825615,https://www.douban.com/people/200825615/,1,2022-03-02 18:07:00
求租荣丰一居室,https://www.douban.com/group/topic/261361427/,夏汐,https://www.douban.com/people/176761509/,0,2022-03-02 18:04:00
东湖渠14号线 15号望京站 来广营  望京花园西区新出卧室   随时入住 三家合租有客厅,https://www.douban.com/group/topic/261361269/,豆友217990527,https://www.douban.com/people/217990527/,0,2022-03-02 18:02:00
【转租 】融泽嘉园12号院，正规大主卧14平+3平阳台,https://www.douban.com/group/topic/261361135/,豆友250928330,https://www.douban.com/people/250928330/,0,2022-03-02 18:00:00
黄渠站步行10分钟，850元找室友,https://www.douban.com/group/topic/261361021/,弓藏,https://www.douban.com/people/140670018/,0,2022-03-02 17:58:00
回龙观龙腾苑二区，转租,https://www.douban.com/group/topic/261360498/,温和66,https://www.douban.com/people/178852991/,3,2022-03-02 17:51:00
望京西银领国际两室一厅38平主卧转租,https://www.douban.com/group/topic/261360281/,肉松小贝,https://www.douban.com/people/132345730/,0,2022-03-02 17:48:00
招女室友合租 王府井灯市口朝阳门东单崇文门东四,https://www.douban.com/group/topic/261359779/,小九,https://www.douban.com/people/50125519/,0,2022-03-02 17:41:00
六号线青年路两居室带大客厅，电梯房新小区，朝阳大悦城东侧，附近设施齐全，直租6800免中介费，随时看房，拎包入住，,https://www.douban.com/group/topic/261359743/,周怼怼,https://www.douban.com/people/234499746/,0,2022-03-02 17:40:00
来广营望京三元桥酒仙桥地铁十五号线康营家园新出精装单间  可月付  无押金  无杂费 随时看房 拎包入住,https://www.douban.com/group/topic/261359565/,巧克力,https://www.douban.com/people/232776552/,0,2022-03-02 17:38:00
6号线，公寓开间，2700，民水民电，无中介费。北运河西地铁站附近。泱泱北京，祝你早日找到好房！！,https://www.douban.com/group/topic/261359500/,一生,https://www.douban.com/people/245270659/,0,2022-03-02 17:37:00
出租，一个月（3.2-4.10），成寿寺地铁站附近,https://www.douban.com/group/topic/261359397/,成寿寺宋家庄,https://www.douban.com/people/203717934/,0,2022-03-02 17:35:00
14号线善各庄周转房，楼下朝南大间转租交通便利近地铁,https://www.douban.com/group/topic/261359323/,星华缭乱,https://www.douban.com/people/205463742/,2,2022-03-02 17:34:00
四号线西红门高米店枣园附近求租一居,https://www.douban.com/group/topic/261359005/,RegioL,https://www.douban.com/people/159143352/,0,2022-03-02 17:29:00
一号线，八里桥，长桥园，主卧独卫2950，次卧1800，电梯楼，附近地铁，万达广场，公交直达国贸大望路,https://www.douban.com/group/topic/261358853/,乖乖,https://www.douban.com/people/248661241/,0,2022-03-02 17:27:00
8号线育新新康园主卧2600次卧2100随时看房入住,https://www.douban.com/group/topic/261358829/,YANG,https://www.douban.com/people/222725940/,1,2022-03-02 17:27:00
合租｜传媒大学两室一厅出租主卧（限女生）,https://www.douban.com/group/topic/261358722/,杨柳Lynn,https://www.douban.com/people/204418375/,1,2022-03-02 17:25:00
传媒大学珠江绿洲家园次卧招租,https://www.douban.com/group/topic/261358382/,今天王者不充钱,https://www.douban.com/people/223321697/,1,2022-03-02 17:20:00
百子湾地铁站500米//限女生1人//新小区//,https://www.douban.com/group/topic/261357769/,杰尼龟的妈妈,https://www.douban.com/people/151466771/,0,2022-03-02 17:12:00
13号线 清河地铁站口 当代城市家园 临近小米科技园 金山软件 快手 四户两卫 朝南主卧落地窗 朝北次卧 电梯房随时看房入住,https://www.douban.com/group/topic/261357470/,222,https://www.douban.com/people/253367110/,0,2022-03-02 17:08:00
健德门10号线次卧个人转租,https://www.douban.com/group/topic/261357234/,达尔文,https://www.douban.com/people/178047610/,0,2022-03-02 17:05:00
朝阳找个室友一起合租，预算6000以内,https://www.douban.com/group/topic/261356864/,156****8835,https://www.douban.com/people/102252674/,1,2022-03-02 17:00:00
九龙山地铁旁高层女生公寓大飘窗，限女生，月付免押金,https://www.douban.com/group/topic/261356857/,太妃糖,https://www.douban.com/people/254225879/,0,2022-03-02 17:00:00
6号线｜个人出租南向次卧,https://www.douban.com/group/topic/261356602/,赵静静,https://www.douban.com/people/148266026/,0,2022-03-02 16:57:00
1号线木樨地附近转租次卧  近公安大学 玉渊潭,https://www.douban.com/group/topic/261356410/,百分百美丽,https://www.douban.com/people/168087652/,0,2022-03-02 16:54:00
个人大主卧转租大钟寺站4000/月,https://www.douban.com/group/topic/261355903/,李五,https://www.douban.com/people/186601096/,2,2022-03-02 16:48:00
【精品好房 低价出租 正规两居室找室友 无中介费 无隔断】,https://www.douban.com/group/topic/261355873/,小白,https://www.douban.com/people/183831372/,0,2022-03-02 16:48:00
8号线朱辛庄地铁站 两站西二旗 出租主卧次卧各种单间价格便宜800到2000欢迎大家咨询看房18311125244同V,https://www.douban.com/group/topic/261355731/,QikZ💕,https://www.douban.com/people/239813305/,1,2022-03-02 16:46:00
管庄 常营 北京新天地小区大次卧 2200，15510707787,https://www.douban.com/group/topic/261355710/,小孩007,https://www.douban.com/people/55435562/,0,2022-03-02 16:45:00
个人转租｜无中介费，一厨一卫一居室，大山子、望京、酒仙桥｜,https://www.douban.com/group/topic/261355562/,糖果,https://www.douban.com/people/159579031/,0,2022-03-02 16:43:00
求一位女生共租一套两居室 朝阳附近,https://www.douban.com/group/topic/261355226/,市民张女士,https://www.douban.com/people/163053198/,0,2022-03-02 16:39:00
学清嘉创 字节跳动 六道口 768产业园 附近 双泉嘉苑 独卫 主卧 次卧 开间 随时看房 13785248700微信同步,https://www.douban.com/group/topic/261354930/,小康,https://www.douban.com/people/220869206/,0,2022-03-02 16:35:00
房东直租南十里居,https://www.douban.com/group/topic/261354862/,꧁ ༺ 请 叫 我 ,https://www.douban.com/people/242034795/,0,2022-03-02 16:34:00
京旺家园三家独卫2800-2400随时入住17600507121,https://www.douban.com/group/topic/261354767/,看见,https://www.douban.com/people/247140472/,0,2022-03-02 16:33:00
5号线天通苑 房东直租，无中介费 朝南大次卧，整体厨房，住家少，随时看房入住。联系方式17310858785,https://www.douban.com/group/topic/261354585/,珺丶主,https://www.douban.com/people/211595455/,0,2022-03-02 16:31:00
6号线，1号线，双地铁，一室一厅，3100，电梯。距离地铁站远点。泱泱北京，祝你早点找到好房！,https://www.douban.com/group/topic/261354573/,豆友240976025,https://www.douban.com/people/240976025/,1,2022-03-02 16:31:00
5/13号线 立水桥，北京北小区次卧转租2200，限女生,https://www.douban.com/group/topic/261354418/,墨沉沉,https://www.douban.com/people/68875092/,1,2022-03-02 16:29:00
实图实价，次渠禧瑞天著六千出头精装俩居室，民用水电，可整租可分租，分租无隔断！,https://www.douban.com/group/topic/261354260/,·F,https://www.douban.com/people/217450036/,0,2022-03-02 16:27:00
4号线公益西桥地铁次卧出租无中介费2200拎包入住,https://www.douban.com/group/topic/261354186/,汤圆,https://www.douban.com/people/253962467/,0,2022-03-02 16:26:00
联想 百度 网易 西北旺 后厂村路 用友 芳怡园 永靓家园 主卧次卧VX:15321150998 价格便宜,https://www.douban.com/group/topic/261353746/,小彭彭,https://www.douban.com/people/216266406/,0,2022-03-02 16:20:00
10号线潘家园，紫东苑新出三居室，可整租，可分租，无中介费，随时看房,https://www.douban.com/group/topic/261353732/,彩虹奥利个奥,https://www.douban.com/people/39584878/,1,2022-03-02 16:20:00
六号线 北运河西地铁站 乔庄北区 两居室 3000 随时入住 13930171715,https://www.douban.com/group/topic/261353719/,苏胜德,https://www.douban.com/people/248537122/,0,2022-03-02 16:20:00
实图实价，次渠禧瑞天著六千出头精装俩居室，民用水电，可整租可分租，分租无隔断！,https://www.douban.com/group/topic/261354260/,·F,https://www.douban.com/people/217450036/,0,2022-03-02 16:27:00
4号线公益西桥地铁次卧出租无中介费2200拎包入住,https://www.douban.com/group/topic/261354186/,汤圆,https://www.douban.com/people/253962467/,0,2022-03-02 16:26:00
联想 百度 网易 西北旺 后厂村路 用友 芳怡园 永靓家园 主卧次卧VX:15321150998 价格便宜,https://www.douban.com/group/topic/261353746/,小彭彭,https://www.douban.com/people/216266406/,0,2022-03-02 16:20:00
10号线潘家园，紫东苑新出三居室，可整租，可分租，无中介费，随时看房,https://www.douban.com/group/topic/261353732/,彩虹奥利个奥,https://www.douban.com/people/39584878/,1,2022-03-02 16:20:00
六号线 北运河西地铁站 乔庄北区 两居室 3000 随时入住 13930171715,https://www.douban.com/group/topic/261353719/,苏胜德,https://www.douban.com/people/248537122/,0,2022-03-02 16:20:00
花园桥地铁 紫竹桥 外文大厦 国际财经中心附近 昌运宫小区精装双南向两居7500,https://www.douban.com/group/topic/261353558/,靠谱,https://www.douban.com/people/243460677/,0,2022-03-02 16:18:00
4号线马家堡地铁50米，大商场旁600米，南三环边，42平米一室一厅转租5个月，4800元/月，微信：ministar_0322（备注豆瓣）,https://www.douban.com/group/topic/261353395/,Trailblazer,https://www.douban.com/people/192739360/,1,2022-03-02 16:16:00
平西府地铁 马连店家园 精装主卧 住3户人少 出小区地铁,https://www.douban.com/group/topic/261353386/,爱人,https://www.douban.com/people/160319091/,1,2022-03-02 16:16:00
7、10号线双井地铁站零距离，大次卧，纯个人！,https://www.douban.com/group/topic/261353314/,Swan,https://www.douban.com/people/170495908/,0,2022-03-02 16:15:00
求租|女生求租花园桥 北洼路 航天桥 首师大 增光路附近的单间卧室,https://www.douban.com/group/topic/261353290/,有个昵称,https://www.douban.com/people/219334844/,1,2022-03-02 16:15:00
个人转租 无中介费|地铁六号线 常营 草房 通透两居室 5700/月,https://www.douban.com/group/topic/261353244/,瞎了的大冬,https://www.douban.com/people/66348079/,0,2022-03-02 16:14:00
昌平区回龙观 龙跃苑东二区 13号线霍营地铁300米 正规自如精装修次卧,https://www.douban.com/group/topic/261353105/,大铭欧巴,https://www.douban.com/people/239307481/,0,2022-03-02 16:12:00
精品单间 朝南 带大飘窗 全新家具家电 居住人少 位于高碑店 传媒大学地铁站南 北花园小区 价格2250一个月 15210195210同微信,https://www.douban.com/group/topic/261352916/,会好的🎀,https://www.douban.com/people/234316306/,0,2022-03-02 16:10:00
六号线褡裢坡地铁站附近合租 地铁200米  无中介费服务费 随时看房,https://www.douban.com/group/topic/261352818/,刘军鹏.,https://www.douban.com/people/251727765/,0,2022-03-02 16:09:00
个人转租！健翔桥,https://www.douban.com/group/topic/261352809/,吕品㗊,https://www.douban.com/people/223406512/,0,2022-03-02 16:09:00
1号线，独卫主卧，3000，电梯。集中供暖，无中介费。泱泱北京，祝你早点找到好房！！,https://www.douban.com/group/topic/261352746/,一生,https://www.douban.com/people/245475256/,0,2022-03-02 16:08:00
5号线10号线亦庄线，宋家庄地铁100米两居出租。,https://www.douban.com/group/topic/261352494/,北鼻,https://www.douban.com/people/253938524/,1,2022-03-02 16:04:00
求租10/14号线沿线一居室,https://www.douban.com/group/topic/261352278/,Finolalala,https://www.douban.com/people/147830188/,0,2022-03-02 16:01:00
求室友，限女生，近朝阳大悦城&青年路地铁站，温馨带飘窗次卧,https://www.douban.com/group/topic/261352012/,Shaw,https://www.douban.com/people/122268182/,1,2022-03-02 15:58:00
转租 | 霍营旗胜家园两居整租，离地铁近，8号线13号线中转，无中介费，到期后可与房东续租,https://www.douban.com/group/topic/261351777/,七七四十九,https://www.douban.com/people/140881737/,0,2022-03-02 15:55:00
求租北安河永丰南沙河高教园附近,https://www.douban.com/group/topic/261351474/,零一,https://www.douban.com/people/204478355/,0,2022-03-02 15:51:00
转租｜紧邻通州北苑地铁，通州万达对面主卧独卫,https://www.douban.com/group/topic/261351334/,小确幸,https://www.douban.com/people/160704837/,0,2022-03-02 15:50:00
南北通透两居室 世纪村 价格7000,https://www.douban.com/group/topic/261351301/,A 宋双涛 156707,https://www.douban.com/people/237121237/,0,2022-03-02 15:49:00
五号线天通苑西三区房东直租无中介费押一付一,https://www.douban.com/group/topic/261351112/,豆友193769537,https://www.douban.com/people/193769537/,1,2022-03-02 15:46:00
中介勿扰！地铁北新桥步行3分钟，胡同精装修平房，暖气私卫厨房配置齐全，门口大院子干净天晴蓝天可以跟朋友坐外面聊天喝酒,https://www.douban.com/group/topic/261351106/,渔舟唱晚,https://www.douban.com/people/74552195/,2,2022-03-02 15:46:00
求租，1号线果园梨园附近都可,https://www.douban.com/group/topic/261351079/,未名的十安之想,https://www.douban.com/people/193487698/,0,2022-03-02 15:46:00
紧邻十号线角门东地铁 电梯房,https://www.douban.com/group/topic/261351071/,柒,https://www.douban.com/people/73317492/,3,2022-03-02 15:46:00
出租三居室,https://www.douban.com/group/topic/261351002/,强颜欢笑i,https://www.douban.com/people/249998705/,5,2022-03-02 15:45:00
【8号线昌平线朱辛庄】次卧1800 无中芥费 干净整洁,https://www.douban.com/group/topic/261350986/,怪怪,https://www.douban.com/people/207495114/,0,2022-03-02 15:45:00
平西府地铁站旁最近小区，家到地铁站步行5分钟朝南阳卧无中介费，室友跟房东整租的那种,https://www.douban.com/group/topic/261350858/,冰糖橙,https://www.douban.com/people/254124674/,0,2022-03-02 15:43:00
丰台地铁站十号线 找合租室友 每月1200/月 13683518240微信同步,https://www.douban.com/group/topic/261350673/,春华秋实,https://www.douban.com/people/216262886/,0,2022-03-02 15:41:00
三里屯太古里100米内小区,https://www.douban.com/group/topic/261350492/,听党话跟党走,https://www.douban.com/people/151998891/,0,2022-03-02 15:39:00
六号线西黄村地铁站主卧阳台和次卧2600/2100微电13601303804,https://www.douban.com/group/topic/261350396/,菲儿,https://www.douban.com/people/217694483/,0,2022-03-02 15:38:00
标题：来广营地铁附近东洲家园小区，2014年房子，正规三居室，东西朝向，出租朝东小次卧1500元，自如装修风格~个人房源，中介勿扰！,https://www.douban.com/group/topic/261350309/,阳光心态_G o,https://www.douban.com/people/151142549/,0,2022-03-02 15:36:00
"6号线青年路限女3200,干净整洁事少",https://www.douban.com/group/topic/261350305/,Siara0126,https://www.douban.com/people/lovelife666/,0,2022-03-02 15:36:00
6号线，主卧2000，两家合租，电梯，无中介费。泱泱北京，祝你早日找到好房！！！,https://www.douban.com/group/topic/261350275/,一生所爱,https://www.douban.com/people/237021527/,1,2022-03-02 15:36:00
地铁8号线西小口站君安家园七层带电梯，精装2500元,https://www.douban.com/group/topic/261350274/,豆将,https://www.douban.com/people/209120111/,0,2022-03-02 15:36:00
转租将府家园超大卧室自如,https://www.douban.com/group/topic/261350218/, ,https://www.douban.com/people/131855270/,0,2022-03-02 15:35:00
房屋直租：5500/月 潘家园两居室,https://www.douban.com/group/topic/261350188/,豆友dSFESDeIfY,https://www.douban.com/people/247156702/,0,2022-03-02 15:34:00
【房东直租】招女生室友，近大望路、央视、人民日报社，20分钟直达国贸，出租次卧，无中介,https://www.douban.com/group/topic/261350109/,sharon西西,https://www.douban.com/people/69450471/,0,2022-03-02 15:33:00
海淀出租13号线上地站上地西里大开间,https://www.douban.com/group/topic/261349899/,vicky,https://www.douban.com/people/185888507/,2,2022-03-02 15:31:00
个人转租｜15号线南法信 朝南主卧1800,https://www.douban.com/group/topic/261349807/,用白色蜡笔画一,https://www.douban.com/people/222196854/,0,2022-03-02 15:30:00
个人转租 海淀字节房补区 2800/月 10号沿线,https://www.douban.com/group/topic/261349773/,山姆鱼🐟,https://www.douban.com/people/182133813/,0,2022-03-02 15:29:00
求租五道口六道口附近整租两居！,https://www.douban.com/group/topic/261349507/,张艺风,https://www.douban.com/people/246969827/,0,2022-03-02 15:26:00
"没有中介费 服务费
地铁线路：立水桥  北苑  立水桥南 北苑路北 慧新西街南北口   安贞门 大屯路东  芍药居  望京 均有房源",https://www.douban.com/group/topic/261349439/,2511,https://www.douban.com/people/251532264/,0,2022-03-02 15:25:00
西土城个人一居室出租,https://www.douban.com/group/topic/261349429/,蛋炒饼,https://www.douban.com/people/224556147/,0,2022-03-02 15:25:00
15号线孙河，康营家园大三居整租，B区，民用水电天然气，有想要租这边房子的可以联系，微15226806917,https://www.douban.com/group/topic/261349423/,桃花下浅酌,https://www.douban.com/people/97931692/,0,2022-03-02 15:25:00
青年路，十里堡附近，次卧转租,https://www.douban.com/group/topic/261349371/,豆友XSHH8UpzD4,https://www.douban.com/people/248238438/,0,2022-03-02 15:24:00
亚林西两居室整租找室友,https://www.douban.com/group/topic/261348941/,Joyce,https://www.douban.com/people/187812015/,0,2022-03-02 15:19:00
两居合租｜大次卧出租空间大设施齐全无中介费酒仙桥驼房营南里,https://www.douban.com/group/topic/261348830/,A-song的驿站,https://www.douban.com/people/166936976/,0,2022-03-02 15:18:00
西三旗桥东 地铁8号线 育新  沁春家园 朝西 主卧 带空调 有电梯 高层 包物业取暖 随时入住 2400/月,https://www.douban.com/group/topic/261348755/,小草帽,https://www.douban.com/people/X66777/,0,2022-03-02 15:17:00
