,response_latest_time,post_title,post_url,author_name,author_url,response_count,possible_price,addr_coords,addr_name,transit_minutes
852,2022-03-08 23:36:00,10号线劲松地铁站两居室可整租可分租精装修拎包入住,https://www.douban.com/group/topic/261870345/,靠谱最重要,https://www.douban.com/people/250598958/,0,,"116.461325,39.884387",北京市朝阳区劲松街道劲松(地铁站)富顿中心,24.0
869,2022-03-08 23:10:00,5号线 大屯路东 北苑路北 需要租房的请看过来 ！！！！！,https://www.douban.com/group/topic/261868217/,诚信兵哥哥,https://www.douban.com/people/254369864/,0,,"116.417393,40.002966",北京市朝阳区大屯街道北苑路曲美家居(亚运村店),24.0
978,2022-03-08 21:07:00,低价转租三元桥附近大主卧,https://www.douban.com/group/topic/261858256/,Kobe👊🏽,https://www.douban.com/people/223030704/,0,,"116.437717,39.966282",北京市朝阳区香河园街道西坝河西里社区,24.0
95,2022-03-09 20:23:00,13线/柳芳/左家庄北里/次卧  有没有找次卧的家人  可以联系我下,https://www.douban.com/group/topic/261931104/,无中生友,https://www.douban.com/people/239163496/,0,,"116.443906,39.957508",北京市朝阳区左家庄街道左北里社区科普服务站瑞福苑,24.0
257,2022-03-09 16:55:00,三元桥太阳宫10号地铁附近时间国际旁边曙光里精装修独厨独卫4300随时欢迎入住电话13263114258,https://www.douban.com/group/topic/261916063/,奋斗的青年,https://www.douban.com/people/233941062/,4,4300.0,"116.449806,39.962442",北京市朝阳区左家庄街道曙光西里,24.0
14,2022-03-09 21:48:00,转租1号线国贸永安里地铁站附近带阳台主卧,https://www.douban.com/group/topic/261938060/,yuting,https://www.douban.com/people/227846783/,3,,"116.450497,39.908454",北京市朝阳区建外街道建国门外大街外贸建外办公大楼,26.0
972,2022-03-08 21:11:00,（个人出租）地铁10号线潘家园站和地铁14号平乐园站男女生宿舍｛免费水电网暖搬家｝租金月付,https://www.douban.com/group/topic/261858593/,豆友C2kZAIeW1g,https://www.douban.com/people/250858779/,5,,"116.454634,39.920430",北京市朝阳区呼家楼街道朝外SOHOD座,26.0
968,2022-03-08 21:18:00,华龙苑南里小区朝南次卧，8号线 13号线霍营地铁站附近,https://www.douban.com/group/topic/261859162/,转身微笑,https://www.douban.com/people/159456726/,0,,"116.394355,39.968056",北京市朝阳区安贞街道鼓楼外大街,26.0
618,2022-03-09 10:58:00,南锣鼓巷附近。步行南锣鼓巷地铁站1分钟。6号线。8号换乘线站,https://www.douban.com/group/topic/261889678/,上心,https://www.douban.com/people/250282114/,0,,"116.402993,39.933118",北京市东城区交道口街道地安门东大街62号,27.0
943,2022-03-08 21:46:00,10号线双井朝南主卧带阳台出租,https://www.douban.com/group/topic/261861357/,豆友Kw2Q-cNJTs,https://www.douban.com/people/251745918/,1,,"116.462683,39.896505",北京市朝阳区双井街道东环18公寓,28.0
34,2022-03-09 21:32:00,10号线双井朝南主卧出租，价格可谈,https://www.douban.com/group/topic/261936636/,张子濠,https://www.douban.com/people/249554616/,2,,"116.462683,39.896505",北京市朝阳区双井街道东环18公寓,28.0
114,2022-03-09 20:02:00,六号线地铁青年路站朝阳大悦城附近三居中次卧出租,https://www.douban.com/group/topic/261929458/,miamicoool,https://www.douban.com/people/153065214/,0,,"116.518015,39.924294",北京市朝阳区平房乡朝阳大悦城,28.0
840,2022-03-08 23:54:00,10号线 双井 主卧阳台 可月付,https://www.douban.com/group/topic/261871615/,真实1,https://www.douban.com/people/251511686/,2,,"116.462683,39.896505",北京市朝阳区双井街道东环18公寓,28.0
132,2022-03-09 19:45:00,东四十条东直门次卧出租 朝南 限女生1人,https://www.douban.com/group/topic/261928172/,饼肥,https://www.douban.com/people/232694184/,4,,"116.418802,39.940792",北京市东城区北新桥街道东直门内大街254号簋街,28.0
547,2022-03-09 11:45:00,传媒大学地铁🚇朝南大弧窗～3000+ 房东直租 无中介费,https://www.douban.com/group/topic/261893657/,开心🌈,https://www.douban.com/people/252004505/,0,3000.0,"116.495531,39.909062",北京市朝阳区高碑店乡四惠地铁站E北口京通大厦,28.0
305,2022-03-08 21:46:00,10号线双井朝南主卧带阳台出租,https://www.douban.com/group/topic/261861357/,豆友Kw2Q-cNJTs,https://www.douban.com/people/251745918/,1,,"116.462683,39.896505",北京市朝阳区双井街道东环18公寓,28.0
794,2022-03-09 07:39:00,望京南，朝廷公寓精装次卧，14号线,https://www.douban.com/group/topic/261879455/,💋A阿拉嗖,https://www.douban.com/people/222485009/,2,,"116.483559,39.988262",北京市朝阳区望京街道朝庭公寓,28.0
607,2022-03-09 11:06:00,纯个人找室友_2号线_13号线_东直门_主卧_限女,https://www.douban.com/group/topic/261890308/,豆在跳,https://www.douban.com/people/dorydou/,0,,"116.418802,39.940792",北京市东城区北新桥街道东直门内大街254号簋街,28.0
461,2022-03-09 13:27:00,14号线望京南地铁站附近 朝庭公寓小区 精装主卧带独卫 大次卧落地窗出租 vx:18501937215同步,https://www.douban.com/group/topic/261900820/,仅此而已,https://www.douban.com/people/254189437/,1,,"116.483559,39.988262",北京市朝阳区望京街道朝庭公寓,28.0
168,2022-03-09 18:59:00,朝阳区立水桥南地铁站带阳光阳台卧室电梯楼,https://www.douban.com/group/topic/261924726/,乌拉乌拉,https://www.douban.com/people/211460042/,0,,"116.414496,40.041956",北京市朝阳区奥运村街道立水桥南(地铁站)中国环境科学研究院,29.0
701,2022-03-09 09:54:00,半小时直达国贸大望路，精装南北通透两居室，押一付一,https://www.douban.com/group/topic/261884863/,豆友254054027,https://www.douban.com/people/h20001127/,6,,"116.476390,39.907088",北京市朝阳区建外街道现代城中路,29.0
392,2022-03-03 13:12:00,阳光100业主直租！国贸大望路100米,https://www.douban.com/group/topic/261424136/,Garren,https://www.douban.com/people/164398640/,9,,"116.476390,39.907088",北京市朝阳区建外街道现代城中路,29.0
624,2022-03-09 10:53:00,芍药居精装一居 首次出租,https://www.douban.com/group/topic/261889277/,小黏糊~,https://www.douban.com/people/49462766/,2,,"116.438214,39.982278",北京市朝阳区太阳宫乡应急管理部信息研究院芍药居北区,29.0
415,2022-02-28 20:43:00,芍药居 两居室 找一个女孩合租,https://www.douban.com/group/topic/261212150/,玫瑰和雪,https://www.douban.com/people/252872711/,7,,"116.438214,39.982278",北京市朝阳区太阳宫乡应急管理部信息研究院芍药居北区,29.0
481,2022-03-09 13:08:00,转租 真实照片 知春路 京东科技 太阳园 精装次卧 随时看房,https://www.douban.com/group/topic/261899350/,苏先生,https://www.douban.com/people/252971488/,0,,"116.353044,39.977135",北京市海淀区花园路街道学院国际大厦,29.0
249,2022-03-09 17:08:00,找室友～国门智慧城900r有没有姐妹一起合租，可养猫。,https://www.douban.com/group/topic/261916981/,東山花燈路,https://www.douban.com/people/a90880112/,7,,"116.465180,39.895122",北京市朝阳区双井街道时代国际嘉园东柏街-道路停车位,29.0
4,2022-03-09 22:03:00,6,https://www.douban.com/group/topic/261939315/,请让我来抱抱你,https://www.douban.com/people/247585696/,0,,,,
7,2022-03-09 21:57:00,1/14号线，房东直租，国贸首选，豪华装修落地窗大主卧无中介费服务费可月付包水电燃气,https://www.douban.com/group/topic/261938773/,zy,https://www.douban.com/people/249461983/,0,,,,
9,2022-03-09 21:54:00,1/14号线，房东直租，国贸首选，豪华装修主卧独卫无中介费服务费可月付包水电燃气,https://www.douban.com/group/topic/261938515/,柠檬,https://www.douban.com/people/228736944/,2,,,,
18,2022-03-09 21:44:00,房东直租 丰台七里庄地铁口 正规高层  次卧一间,https://www.douban.com/group/topic/261937698/,神十,https://www.douban.com/people/57405192/,1,,,,
33,2022-03-09 21:33:00,次卧急转,https://www.douban.com/group/topic/261936685/,cc,https://www.douban.com/people/226439777/,2,,,,
51,2022-03-09 21:10:00,6号线草房地铁口，精装独厨独卫小开间，近地铁，没有中介费，民水民电，包物业取暖。随时看房。,https://www.douban.com/group/topic/261934704/,玛卡巴卡,https://www.douban.com/people/249587029/,2,,,,
78,2022-03-09 20:42:00,，,https://www.douban.com/group/topic/261932583/,穷哈哈 你叉叉,https://www.douban.com/people/JW1352000/,0,,,,
93,2022-03-09 20:24:00,找女室友｜角门、新宫、西红门附近,https://www.douban.com/group/topic/261931194/,YYYuki,https://www.douban.com/people/151591504/,4,,,,
137,2022-03-09 19:42:00,出租次卧，和平西桥地铁近,https://www.douban.com/group/topic/261928028/,小喵,https://www.douban.com/people/144279464/,3,,,,
156,2022-03-09 19:12:00,需要整租三室一厅,https://www.douban.com/group/topic/261925710/,Natsuko,https://www.douban.com/people/174981945/,3,,,,
164,2022-03-09 19:04:00,住的是生活？不！我住的是态度！,https://www.douban.com/group/topic/261925111/,陈冠C,https://www.douban.com/people/253975951/,3,,,,
200,2022-03-09 18:23:00,纯个人转租   6号线黄渠,https://www.douban.com/group/topic/261922132/,  Amor。,https://www.douban.com/people/133602812/,0,,,,
218,2022-03-09 18:01:00,清泽园次卧招合租室友随时入住,https://www.douban.com/group/topic/261920715/,Will,https://www.douban.com/people/162800681/,0,,,,
225,2022-03-09 17:50:00,整租 空房 长租6号线都可,https://www.douban.com/group/topic/261919945/,adolesecesea,https://www.douban.com/people/194829432/,1,,,,
230,2022-03-09 17:40:00,方庄地铁附近400米，整租两居室，无中介费，随时看房，真实房源随时看房,https://www.douban.com/group/topic/261919265/,嗨皮皮,https://www.douban.com/people/226017440/,2,,,,
262,2022-03-09 16:53:00,【国贸通勤25分钟直达】三家合租朝南主卧 一屋一个人！！室内采光炸裂,https://www.douban.com/group/topic/261915926/,爱意随风起,https://www.douban.com/people/246615533/,1,,,,
298,2022-03-09 09:34:00,室友换工作搬走，想找一个人继续续租,https://www.douban.com/group/topic/261883626/,㉨,https://www.douban.com/people/241390014/,5,,,,
313,2022-03-08 16:29:00,1/14号线，房东直租，国贸首选，豪华装修主卧独卫无中介费服务费可月付包水电燃气,https://www.douban.com/group/topic/261838412/,zy,https://www.douban.com/people/249461983/,1,,,,
314,2022-03-08 16:23:00,1/14号线，房东直租，国贸首选，豪华装修大主卧，无中介费服务费可月付包水电燃气,https://www.douban.com/group/topic/261838020/,柠檬,https://www.douban.com/people/228736944/,2,,,,
328,2022-03-07 11:54:00,找女生室友一起整租两居｜2、6、10号线CBD区域,https://www.douban.com/group/topic/261740817/,Han C.,https://www.douban.com/people/229636461/,9,,,,
330,2022-03-07 11:26:00,15号线南法信地铁，望京直达，整租loft一居室3500，整租三居室5300，没有中介费!来广营，将台，阜通，SOHO，孙河，国展,https://www.douban.com/group/topic/261738749/,red,https://www.douban.com/people/43779051/,1,4400.0,,,
342,2022-03-06 22:29:00,个人！转租六号线大开间，物资学院地铁三分钟,https://www.douban.com/group/topic/261709622/,闭眼主义。,https://www.douban.com/people/191397224/,14,,,,
344,2022-03-06 22:11:00,招租 | 亚运村奥体中心附近精装2居,https://www.douban.com/group/topic/261707841/,哒哒哒玥劲,https://www.douban.com/people/196215269/,13,,[],,
356,2022-03-06 10:59:00,北漂租房群,https://www.douban.com/group/topic/261657177/,心如止水🦄🦄,https://www.douban.com/people/141966225/,8,,,,
364,2022-03-05 21:57:00,1/14号线，房东直租，国贸首选，豪华装修落地窗大主卧独卫，无中介费服务费可月付包水电燃气,https://www.douban.com/group/topic/261628885/,柠檬,https://www.douban.com/people/228736944/,5,,,,
365,2022-03-05 21:55:00,1/14号线，房东直租，国贸首选豪华装修落地窗大次卧，无中介费服务费可月付包水电燃气,https://www.douban.com/group/topic/261628711/,zy,https://www.douban.com/people/249461983/,6,,,,
379,2022-03-04 16:50:00,转租 | 1号线|九棵树翠屏南里 | 整租3150（含取暖费）,https://www.douban.com/group/topic/261522542/,glance,https://www.douban.com/people/168229640/,6,3150.0,[],,
382,2022-03-04 11:48:00,个人房屋出租。丰台七里庄，楼房，二室一厅一卫，大客厅，南北通透；西南四环丰台北路。整租或二户合住；该信息有效期三十天。,https://www.douban.com/group/topic/261499944/,豆友215975128,https://www.douban.com/people/215975128/,3,,,,
395,2022-03-03 09:00:00,1号楼线，两室一厅，5400，电梯，集供暖，无中介费。泱泱北京，祝你早日找到好房！！！13370130726,https://www.douban.com/group/topic/261405872/,豆友25300995,https://www.douban.com/people/253009956/,38,5400.0,,,
398,2022-03-03 08:40:00,1号楼线，两室一厅，5400，电梯，集供暖，无中介费。泱泱北京，祝你早日找到好房！！！13370130726,https://www.douban.com/group/topic/261405095/,三少,https://www.douban.com/people/253128321/,39,5400.0,,,
406,2022-03-01 18:32:00,1号线，独卫主卧，3000元，电梯，集中供暖，可月付，无中介费。国贸直达，泱泱北京，祝你早日找到心爱的房子,https://www.douban.com/group/topic/261283341/,宝贝888,https://www.douban.com/people/249328439/,33,3000.0,,,
408,2022-03-01 17:07:00,一号线，独卫主卧，3000元，电梯。集中供暖可月付，无中介费，国贸直达，洋洋北京，祝你早日找到心爱的房子！,https://www.douban.com/group/topic/261277053/,千金,https://www.douban.com/people/246102830/,14,3000.0,,,
411,2022-03-01 10:02:00,锦绣府精装主次卧，步行地铁价格美丽，房子便宜。,https://www.douban.com/group/topic/261243917/,抱猫的冯先森,https://www.douban.com/people/248610318/,1,,,,
416,2022-02-28 20:06:00,短租，找室友，限女生， 地铁花园桥 慈寿寺之间或者整租，我可以提前搬走,https://www.douban.com/group/topic/261209186/,红色裙摆大太阳,https://www.douban.com/people/88841144/,3,,,,
417,2022-02-28 16:54:00,我建了个微信合租拼房群欢迎诚信小伙伴进来中介勿扰,https://www.douban.com/group/topic/261195294/,众人拾柴,https://www.douban.com/people/146526367/,73,,,,
420,2022-03-09 14:14:00,已租到,https://www.douban.com/group/topic/261904482/,李十一,https://www.douban.com/people/Eleven96/,6,,,,
440,2022-03-09 13:47:00,转租，北苑路北小两居，4500,https://www.douban.com/group/topic/261902382/,大瑞,https://www.douban.com/people/204836823/,2,4500.0,,,
450,2022-03-09 13:35:00,女生,https://www.douban.com/group/topic/261901417/,拒绝苹果🍎,https://www.douban.com/people/230210585/,3,,,,
477,2022-03-09 13:14:00,个人转租，无中介费,https://www.douban.com/group/topic/261899753/,蕊 。,https://www.douban.com/people/233121022/,2,,,,
479,2022-03-09 13:09:00,六号线｜两居室的朝南侧卧，诚意招室友一枚，无中介费,https://www.douban.com/group/topic/261899413/,Sunny,https://www.douban.com/people/187294775/,4,,,,
485,2022-03-09 13:04:00,8/13地铁霍营站 朝南主卧独卫带阳台 朝南卧室石墙 朝北次卧 随时入住 无中介费,https://www.douban.com/group/topic/261899101/,豆友247955517,https://www.douban.com/people/247955517/,0,,,,
525,2022-03-09 12:06:00,好位置、好环境的小型公寓，仅剩房源！欢迎垂询！,https://www.douban.com/group/topic/261895098/,青盈,https://www.douban.com/people/ApartmentQY/,4,,,,
533,2022-03-09 11:55:00,7号线品牌公寓直租！品牌公寓活动月超低折扣！,https://www.douban.com/group/topic/261894370/,美遇社区公寓,https://www.douban.com/people/249197007/,3,,,,
534,2022-03-09 11:52:00,现房出租 八号线精品好房 价格便宜 随时可以拎包入住。,https://www.douban.com/group/topic/261894198/,豆友7491926896,https://www.douban.com/people/254461451/,0,,,,
548,2022-03-09 11:45:00,来吧没有中介费，房子好,https://www.douban.com/group/topic/261893616/,缐丝慧,https://www.douban.com/people/225346763/,0,,,,
552,2022-03-09 11:41:00,16号线，整租找室友,https://www.douban.com/group/topic/261893304/,秋梅梅,https://www.douban.com/people/254358771/,0,,,,
599,2022-03-09 11:11:00,地铁16号线永丰附近次卧出租,https://www.douban.com/group/topic/261890814/,小鱼儿,https://www.douban.com/people/138122618/,0,,,,
602,2022-03-09 11:10:00,个人直租 | 石景山古城地铁附近两居主卧低价出租朝南,https://www.douban.com/group/topic/261890709/,Jobcool,https://www.douban.com/people/50035487/,1,,[],,
642,2022-03-09 10:43:00,昌平县城 临近地铁周边合租无中介费联系电话17801666112同微信,https://www.douban.com/group/topic/261888401/,小浪同学,https://www.douban.com/people/249575524/,0,,,,
647,2022-03-09 10:38:00,纯个人找室友,https://www.douban.com/group/topic/261888026/,Peter Pan,https://www.douban.com/people/200201001/,0,,,,
649,2022-03-09 10:38:00,15号线国展地铁，莲竹馨情小区，厅卧阳台，无中介费，到地铁500米，交通便利，通勤望京，将台，来广营，顺义v同18613306343,https://www.douban.com/group/topic/261888013/,晓飞,https://www.douban.com/people/241957822/,0,,,,
662,2022-03-09 10:28:00,个人转租6号线主卧,https://www.douban.com/group/topic/261887197/,豆友EfzSE0nptk,https://www.douban.com/people/254458166/,2,,,,
726,2022-03-09 09:34:00,室友换工作搬走，想找一个人继续续租,https://www.douban.com/group/topic/261883626/,㉨,https://www.douban.com/people/241390014/,5,,,,
733,2022-03-09 09:27:00,出租，八通线管庄，双桥，传媒大学，高碑店，六号线等，整租一居两居三居，loft复试，欢迎联系！,https://www.douban.com/group/topic/261883171/,A 王美蕾-159010,https://www.douban.com/people/222823020/,0,,,,
734,2022-03-09 09:26:00,转租|天通苑西三区东向主卧独卫转租,https://www.douban.com/group/topic/261883143/,拾柒,https://www.douban.com/people/211993098/,5,,[],,
735,2022-03-09 09:26:00,床位招租,https://www.douban.com/group/topic/261883097/,焦糖拿铁不要糖,https://www.douban.com/people/156799596/,0,,,,
761,2022-03-09 09:04:00,合租找室友！角门东阳光大主卧,https://www.douban.com/group/topic/261881925/,小静,https://www.douban.com/people/221604040/,0,,,,
786,2022-03-09 08:22:00,"出租：正规三居室主卧次卧
区域：海淀区西二旗智学苑小区",https://www.douban.com/group/topic/261880393/,alix1,https://www.douban.com/people/250189669/,0,,,,
804,2022-03-09 03:02:00,🙋️1号线 6号线 电梯房 地铁房 30分钟 直达国贸 整租 一室 二室 没中介费 ，,https://www.douban.com/group/topic/261877784/,坦坦荡荡,https://www.douban.com/people/254351635/,1,,,,
857,2022-03-08 23:31:00,🈚️,https://www.douban.com/group/topic/261869935/,霹雳啪啦,https://www.douban.com/people/134363517/,1,,,,
865,2022-03-08 23:15:00,转租，可便宜转租,https://www.douban.com/group/topic/261868644/,52h,https://www.douban.com/people/226750323/,2,,,,
870,2022-03-08 23:10:00,转租,https://www.douban.com/group/topic/261868199/,',https://www.douban.com/people/231976078/,0,,,,
888,2022-03-08 22:48:00,转租|天通苑北一区4号楼 次卧带阳台,https://www.douban.com/group/topic/261866412/,爱吃的鱼,https://www.douban.com/people/149132495/,4,,[],,
899,2022-03-08 22:34:00,月付押一付一步行三分钟到地铁角门东的正规南向主卧出租,https://www.douban.com/group/topic/261865149/,蓝天白云,https://www.douban.com/people/157379753/,0,,,,
907,2022-03-08 22:29:00,精装次卧诚招室友，限女生。,https://www.douban.com/group/topic/261864780/,墨染,https://www.douban.com/people/218227175/,0,,,,
911,2022-03-08 22:28:00,次卧招租,https://www.douban.com/group/topic/261864656/,小寒,https://www.douban.com/people/148546032/,0,,,,
913,2022-03-08 22:27:00,1号线，独卫主卧，3100，电梯，无中介费，可月付。泱泱北京，祝你早日找到好房！！！,https://www.douban.com/group/topic/261864615/,三少,https://www.douban.com/people/253128321/,3,3100.0,,,
917,2022-03-08 22:24:00,寻找室友，只限女生一人,https://www.douban.com/group/topic/261864341/,Nino,https://www.douban.com/people/175793242/,2,,,,
922,2022-03-08 22:15:00,【转租】北苑莲帕园 大主卧转租,https://www.douban.com/group/topic/261863623/,fymmmmm,https://www.douban.com/people/199515822/,0,,,,
925,2022-03-08 22:09:00,转租|西直门 金融街 人民医院 交通大学次卧，3200（个人转租）,https://www.douban.com/group/topic/261863182/,大白天鹅,https://www.douban.com/people/208755767/,3,3200.0,[],,
934,2022-03-08 22:00:00,个人转租主卧独卫带阳台朝南永泰庄,https://www.douban.com/group/topic/261862447/,🌙,https://www.douban.com/people/223551702/,5,,,,
939,2022-03-08 21:54:00,一居室，到望京二十分钟地铁房,https://www.douban.com/group/topic/261861940/,不事儿,https://www.douban.com/people/220296673/,0,,,,
942,2022-03-08 21:47:00,15号线南法信地铁，望京直达，整租loft一居室3500，整租三居室5300，没有中介费!来广营，将台，阜通，SOHO，孙河，国展,https://www.douban.com/group/topic/261861424/,red,https://www.douban.com/people/43779051/,0,4400.0,,,
955,2022-03-08 21:33:00,优秀的你配的上的温柔🏠13001016763,https://www.douban.com/group/topic/261860262/,租房阿喵,https://www.douban.com/people/190817814/,0,,,,
997,2022-03-08 20:52:00,无中介费❗ 无服务费,https://www.douban.com/group/topic/261856994/,Summer,https://www.douban.com/people/194022443/,1,,,,
