,post_title,post_url,author_name,author_url,response_count,response_latest_time,pos_loc,pos_name,transit_minutes
1697,求租六号线十里堡青年路呼家楼团结湖附近房东直租的一居室，5月租，谢谢！,https://www.douban.com/group/topic/261074800/,Tellmesthgirl,https://www.douban.com/people/158271456/,0,2022-02-27 00:18:00,"116.517570,39.933126",北京市朝阳区平房乡幸福家常菜馆,45.0
1480,北京珠江绿洲家园转租,https://www.douban.com/group/topic/261111217/,董枋政,https://www.douban.com/people/223396892/,0,2022-02-27 15:35:00,"116.561123,39.907999",北京市朝阳区三间房乡珠江绿洲家园,45.0
1453,个人转租6号线青年路两居（可分租）,https://www.douban.com/group/topic/261114922/,花藤上的小蜗牛,https://www.douban.com/people/170485319/,3,2022-02-27 16:29:00,"116.517570,39.933126",北京市朝阳区平房乡幸福家常菜馆,45.0
567,【转租合租】朝阳区传媒大学，定福庄带阳台卧室转租，自如房周边公交很多，6号线褡裢坡，1号线传媒大学,https://www.douban.com/group/topic/261280955/,是你的星星大人,https://www.douban.com/people/191478558/,0,2022-03-01 17:58:00,"116.557369,39.912174",北京市朝阳区三间房乡中国传媒大学,45.0
1980,开间，朝阳区最划算公寓，十里堡地铁站，房东直租，步行地铁站10分钟，适合情侣居住，没有中介费，随时看房。,https://www.douban.com/group/topic/261020732/,北京北京,https://www.douban.com/people/236744949/,6,2022-02-26 12:36:00,"116.502045,39.923076",北京市朝阳区六里屯街道十里堡(地铁站)润枫·嘉尚,45.0
713,整租，开间公寓，房东直租，没有中介费，步行地铁10分钟，十里堡地铁站，地铁六号线，朝南，适合情侣居住，随时拎包入住就ok,https://www.douban.com/group/topic/261258271/,北京北京,https://www.douban.com/people/236744949/,1,2022-03-01 13:03:00,"116.502045,39.923076",北京市朝阳区六里屯街道十里堡(地铁站)润枫·嘉尚,45.0
166,房东直租一号线传媒大学地铁招合租室友,https://www.douban.com/group/topic/261346835/,Call  me  baby,https://www.douban.com/people/129138643/,1,2022-03-02 14:51:00,"116.557369,39.912174",北京市朝阳区三间房乡中国传媒大学,45.0
2545,公寓开间，近地铁，近朝阳大悦城，十里堡地铁站，房东直租，价格美丽，放心住。没中介费,https://www.douban.com/group/topic/260933066/,羊驼是一只羊驼,https://www.douban.com/people/247428521/,4,2022-02-25 10:04:00,"116.502045,39.923076",北京市朝阳区六里屯街道十里堡(地铁站)润枫·嘉尚,45.0
1037,转租双桥地铁附近正规主卧,https://www.douban.com/group/topic/261196104/,人间富贵儿,https://www.douban.com/people/80959782/,7,2022-02-28 17:05:00,"116.577560,39.905402",北京市朝阳区三间房乡双桥路康惠园3号院,46.0
1035,纯个人，金台路，大望路，国贸，甜水园，团结湖，次卧转租，中介勿扰,https://www.douban.com/group/topic/261196342/,久久,https://www.douban.com/people/30227142/,4,2022-02-28 17:08:00,"116.470394,39.912177",北京市朝阳区建外街道和乔大厦A座,47.0
314,纯个人，金台路，大望路，国贸，甜水园，团结湖，次卧转租，中介勿扰,https://www.douban.com/group/topic/261196342/,久久,https://www.douban.com/people/30227142/,4,2022-02-28 17:08:00,"116.470394,39.912177",北京市朝阳区建外街道和乔大厦A座,47.0
319,纯个人，金台路，大望路，国贸，甜水园，团结湖，次卧转租，中介勿扰,https://www.douban.com/group/topic/261196342/,久久,https://www.douban.com/people/30227142/,4,2022-02-28 17:08:00,"116.470394,39.912177",北京市朝阳区建外街道和乔大厦A座,47.0
745,百子湾-次卧转租-无中介费,https://www.douban.com/group/topic/261253672/,........,https://www.douban.com/people/138813590/,2,2022-03-01 12:03:00,"116.498863,39.897245",北京市朝阳区南磨房乡石门中路百子湾西社区文化广场,48.0
2144,朝阳区传媒大学附近个人直租,https://www.douban.com/group/topic/261006256/,豆友202230050,https://www.douban.com/people/202230050/,1,2022-02-26 08:19:00,"116.548341,39.904455",北京市朝阳区高碑店乡北花园街,49.0
2168,崇文门两居次卧转租,https://www.douban.com/group/topic/260999487/,Rena_sunny,https://www.douban.com/people/160541612/,0,2022-02-26 00:35:00,"116.422014,39.901119",北京市东城区东花市街道北京明城墙遗址公园,49.0
2431,业主直租东四环高碑店两居中的一居1500。,https://www.douban.com/group/topic/260953304/,ai,https://www.douban.com/people/148196528/,1,2022-02-25 14:39:00,"116.543162,39.897024",北京市朝阳区高碑店乡华夏民俗文化园(广渠路)中国非物质文化产业基地,50.0
989,十里堡个人转租,https://www.douban.com/group/topic/261209217/,Mike,https://www.douban.com/people/161079147/,0,2022-02-28 20:06:00,"116.504676,39.916202",北京市朝阳区八里庄街道布丁酒店(北京朝阳大悦城店),51.0
1457,个人转租｜地铁1号线14号线大望路站现代城小区大厅卧转租无中介,https://www.douban.com/group/topic/261114336/,小鱼,https://www.douban.com/people/187838451/,8,2022-02-27 16:20:00,"116.472782,39.902303",北京市朝阳区双井街道西大望路甲12号院尚8国际广告园,51.0
724,房东直租 和平里北街地铁站附近 限一人,https://www.douban.com/group/topic/261256513/,૧(●´৺`●)૭,https://www.douban.com/people/153568325/,0,2022-03-01 12:40:00,"116.418504,39.958734",北京市东城区和平里街道和平里北街(地铁站)和平里社区一区,51.0
1403,团结湖三里屯国贸附近大主卧转租,https://www.douban.com/group/topic/261123493/,芒,https://www.douban.com/people/240418541/,0,2022-02-27 18:33:00,"116.458850,39.909860",北京市朝阳区建外街道中国国际贸易中心北京中国大饭店,51.0
2016,十里堡北里直租「距地铁站200米」,https://www.douban.com/group/topic/261017155/,豆友214871035,https://www.douban.com/people/214871035/,6,2022-02-26 11:40:00,"116.503620,39.922696",北京市朝阳区六里屯街道朝阳北路辅路道路停车位,52.0
776,【转租次卧】东四环八里庄慈云寺四惠十里堡金台路,https://www.douban.com/group/topic/261249567/,看香飘飘的手机,https://www.douban.com/people/49129236/,1,2022-03-01 11:12:00,"116.491492,39.914676",北京市朝阳区八里庄街道远洋国际中心(A座)远洋国际中心A座,52.0
2183,个人转租地铁六号线黄渠站,https://www.douban.com/group/topic/260995433/,栗子,https://www.douban.com/people/Hn1216/,0,2022-02-25 23:38:00,"116.578605,39.923953",北京市朝阳区常营乡朝阳北路辅路,53.0
1709,金融街长椿街宣武门次卧转租，交通极其方便,https://www.douban.com/group/topic/261072202/,公子腐,https://www.douban.com/people/161151038/,1,2022-02-26 23:48:00,"116.374089,39.897096",北京市西城区广安门内街道万记麻辣烫(崇光店)富豪写字楼,53.0
427,个人转租6号线14号线金台路两居朝南次卧,https://www.douban.com/group/topic/261304861/,漂浮,https://www.douban.com/people/68121318/,0,2022-03-01 22:50:00,"116.478388,39.920289",北京市朝阳区八里庄街道红北社区,53.0
742,转租，6号线金台路地铁站附近大一居室整租，无中介,https://www.douban.com/group/topic/261254495/,Iris,https://www.douban.com/people/166386927/,3,2022-03-01 12:13:00,"116.478388,39.920289",北京市朝阳区八里庄街道红北社区,53.0
2524,个人转租，合租独卫单间 靠近三里屯，距离呼家楼，金台路，团结湖步行五分钟（无中介费）,https://www.douban.com/group/topic/260936710/,远啊,https://www.douban.com/people/183108101/,8,2022-02-25 10:51:00,"116.478388,39.920289",北京市朝阳区八里庄街道红北社区,53.0
2208,个人转租一居室，与业主签约。地铁6号线和14号线金台路往南。红庙北里小区,https://www.douban.com/group/topic/260990016/,响亮的口号,https://www.douban.com/people/225458088/,4,2022-02-25 22:32:00,"116.478397,39.922197",北京市朝阳区八里庄街道红庙北里社区第一居民住宅小区红北社区,54.0
2571,个人出租次卧，7号线百子湾地铁近，到国贸，大望路，九龙山，四惠都很方便,https://www.douban.com/group/topic/260929520/,Una冉,https://www.douban.com/people/168030974/,0,2022-02-25 09:03:00,"116.478750,39.897354",北京市朝阳区双井街道金港·国际,54.0
490,转租七号线化工站 交通便利,https://www.douban.com/group/topic/261292713/,最后跳入深渊,https://www.douban.com/people/194016145/,1,2022-03-01 20:30:00,"116.503500,39.886411",北京市朝阳区王四营乡广化大街813创意园,54.0
2594,转租 主卧+阳台 六号线褡裢坡 2600,https://www.douban.com/group/topic/260920769/,豆友183919682,https://www.douban.com/people/183919682/,1,2022-02-25 00:24:00,"116.562682,39.923357",北京市朝阳区三间房乡朝阳北路46号,55.0
1872,转租 主卧+阳台 六号线褡裢坡 2600,https://www.douban.com/group/topic/261038570/,豆友183919682,https://www.douban.com/people/183919682/,0,2022-02-26 16:59:00,"116.562682,39.923357",北京市朝阳区三间房乡朝阳北路46号,55.0
872,纯个人 地铁6号线褡裢坡 次卧转,https://www.douban.com/group/topic/261233523/,Candy张呼呼:),https://www.douban.com/people/145512161/,1,2022-03-01 01:12:00,"116.562682,39.923357",北京市朝阳区三间房乡朝阳北路46号,55.0
1058,转租无中介费— 7号线百子湾地铁口石门新居小区单间,https://www.douban.com/group/topic/261192802/,李夹心,https://www.douban.com/people/106192107/,0,2022-02-28 16:22:00,"116.479192,39.902445",北京市朝阳区南磨房乡铁西小区八王坟长途客运站,55.0
1367,转租 主卧带阳台 六号线褡裢坡 2600,https://www.douban.com/group/topic/261133203/,豆友183919682,https://www.douban.com/people/183919682/,0,2022-02-27 20:42:00,"116.562682,39.923357",北京市朝阳区三间房乡朝阳北路46号,55.0
1411,6号线褡裢坡2居直租,https://www.douban.com/group/topic/261122426/,新生活,https://www.douban.com/people/184323845/,1,2022-02-27 18:19:00,"116.562682,39.923357",北京市朝阳区三间房乡朝阳北路46号,55.0
342,十里河10号线14号线双地铁，房东直租精装修次卧2200高层电梯，只租女孩,https://www.douban.com/group/topic/261103536/,🥰,https://www.douban.com/people/79695003/,4,2022-02-27 13:50:00,"116.458178,39.863509",北京市朝阳区十八里店乡宝玉福缘,56.0
1523,十里河10号线14号线双地铁，房东直租精装修次卧2200高层电梯，只租女孩,https://www.douban.com/group/topic/261103536/,🥰,https://www.douban.com/people/79695003/,4,2022-02-27 13:50:00,"116.458178,39.863509",北京市朝阳区十八里店乡宝玉福缘,56.0
2196,2100/月 无中介费转租 靠近地铁十里堡和四惠站，慈云寺北里,https://www.douban.com/group/topic/260991064/,马晴,https://www.douban.com/people/a13621151512/,0,2022-02-25 22:44:00,"116.495192,39.918326",北京市朝阳区八里庄街道京棉新城A1区,57.0
888,北京公寓直租，无中介费服务费，,https://www.douban.com/group/topic/261227432/,曼巴【百旺青居,https://www.douban.com/people/234265962/,1,2022-02-28 23:39:00,"116.430361,39.903597",北京市东城区建国门街道北京乘务员公寓,57.0
2472,房东直租柳芳地铁主卧随时看房，金岛花园，金泰大厦，公交地铁方便，落地窗，采光好,https://www.douban.com/group/topic/260944311/,梓彤,https://www.douban.com/people/bxy13141913/,2,2022-02-25 12:31:00,"116.433527,39.960099",北京市朝阳区香河园街道金泰大厦,57.0
1849,直租地铁10号线14号线十里河站，弘善家园小区业主精装修两居室，房子家具家电齐全，随时可以看房子，包物业费，没有服务费，杂费,https://www.douban.com/group/topic/261041290/,努力拼搏,https://www.douban.com/people/245175819/,1,2022-02-26 17:38:00,"116.453458,39.868519",北京市朝阳区十八里店乡左安路106号弘善家园L区,57.0
2315,全北京公寓直租，无中介费服务费，,https://www.douban.com/group/topic/260972051/,豆友ijnVqsH27g,https://www.douban.com/people/246892280/,6,2022-02-25 18:47:00,"116.430361,39.903597",北京市东城区建国门街道北京乘务员公寓,57.0
1443,纯个人 地铁6号线褡裢坡站 次卧,https://www.douban.com/group/topic/261117737/,Candy张呼呼:),https://www.douban.com/people/145512161/,3,2022-02-27 17:09:00,"116.565642,39.923459",北京市朝阳区平房乡定福家园南里3号院,57.0
2201,2100/月 无中介费转租 靠近地铁十里堡和四惠站，慈云寺北里,https://www.douban.com/group/topic/260991064/,马晴,https://www.douban.com/people/a13621151512/,0,2022-02-25 22:44:00,"116.495192,39.918326",北京市朝阳区八里庄街道京棉新城A1区,57.0
350,直租地铁10号线14号线十里河站，弘善家园小区业主精装修两居室，房子家具家电齐全，随时可以看房子，包物业费，没有服务费，杂费,https://www.douban.com/group/topic/261041290/,努力拼搏,https://www.douban.com/people/245175819/,1,2022-02-26 17:38:00,"116.453458,39.868519",北京市朝阳区十八里店乡左安路106号弘善家园L区,57.0
886,朝阳cbd延静西里超大阳光主卧转租,https://www.douban.com/group/topic/261228014/,迈阿密,https://www.douban.com/people/244987148/,0,2022-02-28 23:47:00,"116.482726,39.920122",北京市朝阳区八里庄街道延静西里延静西里东区,58.0
340,急转 个人出租 步行地铁6号线黄渠5分钟 大主卧 近＃朝阳大悦城＃长楹天街,https://www.douban.com/group/topic/261106352/,smaokim,https://www.douban.com/people/81004924/,15,2022-02-27 14:28:00,"116.601492,39.924972",北京市朝阳区常营乡澳门味道茶餐(长楹天街购物中心店)长楹天街购物中心-东区,59.0
1507,急转 个人出租 步行地铁6号线黄渠5分钟 大主卧 近＃朝阳大悦城＃长楹天街,https://www.douban.com/group/topic/261106352/,smaokim,https://www.douban.com/people/81004924/,15,2022-02-27 14:28:00,"116.601492,39.924972",北京市朝阳区常营乡澳门味道茶餐(长楹天街购物中心店)长楹天街购物中心-东区,59.0
597,6号线草房地铁站转租,https://www.douban.com/group/topic/261274279/,豆友,https://www.douban.com/people/191921656/,1,2022-03-01 16:30:00,"116.615574,39.924477",北京市朝阳区常营乡草房(地铁站),59.0
261,十里堡500米精装次卧转租,https://www.douban.com/group/topic/261333980/,Mignon,https://www.douban.com/people/165684338/,1,2022-03-02 11:55:00,"116.500447,39.918414",北京市朝阳区八里庄街道八里庄东里八里庄东里社区,59.0
2575,【六号线草房】房东直租六号线草房地铁站精品独卫单间,https://www.douban.com/group/topic/260929200/,豆友65357,https://www.douban.com/people/219317394/,13,2022-02-25 08:56:00,"116.615574,39.924477",北京市朝阳区常营乡草房(地铁站),59.0
1943,个人房源 朝阳路纽约豪园精装修单间出租 室友高素质老外留学生,https://www.douban.com/group/topic/261028058/,Rivers,https://www.douban.com/people/132474051/,2,2022-02-26 14:23:00,"116.470740,39.915665",北京市朝阳区呼家楼街道中国第一商城,59.0
