post_title,post_url,author_name,author_url,response_count,response_latest_time
朝阳区北苑路北龙湖产业园300米正规精装一居室,https://www.douban.com/group/topic/261350674/,乌拉乌拉,https://www.douban.com/people/211460042/,0,2022-03-02 15:41:00
求租慈寿寺附近两居,https://www.douban.com/group/topic/261350564/,额间朱砂痣,https://www.douban.com/people/angel910920/,0,2022-03-02 15:40:00
10号线 潘家园站 楼下就是地铁口 百环花园小区 精装三家合租 主卧带大阳台 价格不贵 看房随时联系,https://www.douban.com/group/topic/261350560/,国贸双井租房,https://www.douban.com/people/240514924/,7,2022-03-02 15:40:00
地铁2号线 5号线 6号线 东直门东四三里屯雍和宫近地铁站胡同转租 私信联系,https://www.douban.com/group/topic/261350531/,Moriondo,https://www.douban.com/people/79903018/,1,2022-03-02 15:39:00
【纯个人转租】5/13号线立水桥北京北小区，次卧2200，限女生,https://www.douban.com/group/topic/261350526/,墨沉沉,https://www.douban.com/people/68875092/,0,2022-03-02 15:39:00
个人转租｜物资学院路步行10分钟永顺家园正规次卧1800/月,https://www.douban.com/group/topic/261350448/,noriko,https://www.douban.com/people/155284985/,1,2022-03-02 15:38:00
海淀旁值得推荐，八号线始发站朱辛庄一号院，1800起,https://www.douban.com/group/topic/261350439/,一号院,https://www.douban.com/people/194968535/,0,2022-03-02 15:38:00
转租，四惠通惠家园，南向主卧独卫，民水电,https://www.douban.com/group/topic/261350408/,阿白,https://www.douban.com/people/239578362/,0,2022-03-02 15:38:00
求租两室一厅。需房东直租！,https://www.douban.com/group/topic/261350334/,看见月亮离开,https://www.douban.com/people/ljc568001472/,5,2022-03-02 15:37:00
标题：来广营地铁附近东洲家园小区，2014年房子，正规三居室，东西朝向，出租朝东小次卧1500元，自如装修风格~个人房源，中介勿扰！,https://www.douban.com/group/topic/261350209/,阳光心态_G o,https://www.douban.com/people/151142549/,0,2022-03-02 15:35:00
【求租信息】北京昌平辛庄村或附近,https://www.douban.com/group/topic/261350203/,十㖆在竹篁,https://www.douban.com/people/108147907/,0,2022-03-02 15:35:00
上地清河2居室,https://www.douban.com/group/topic/261350179/,邵小胖,https://www.douban.com/people/128696187/,0,2022-03-02 15:34:00
六号线西黄村地铁站主卧阳台和次卧2600/2100微电13601303804,https://www.douban.com/group/topic/261350138/,菲儿,https://www.douban.com/people/217694483/,0,2022-03-02 15:34:00
个人转租（整租），7号线广渠门外一居室，5500,https://www.douban.com/group/topic/261350133/,meiqiu,https://www.douban.com/people/Sara.mei/,8,2022-03-02 15:34:00
"招女室友，青年路临地铁，干净生活便捷3200,个人居住无中介费",https://www.douban.com/group/topic/261350079/,Siara0126,https://www.douban.com/people/lovelife666/,2,2022-03-02 15:33:00
褡裢坡6号线 两室一厅 卧室全南户 福盈家园,https://www.douban.com/group/topic/261350077/,小鱼,https://www.douban.com/people/252622134/,1,2022-03-02 15:33:00
清河花园新区14平次卧2400转租,https://www.douban.com/group/topic/261350017/,枫叶,https://www.douban.com/people/157800410/,0,2022-03-02 15:32:00
顶秀金瑞家园小区转租,https://www.douban.com/group/topic/261350008/,Felicity,https://www.douban.com/people/223691207/,1,2022-03-02 15:32:00
房东直租】招女生室友，近大望路、央视、人民日报社，20分钟直达国贸，出租次卧，无中介,https://www.douban.com/group/topic/261349855/,sharon西西,https://www.douban.com/people/69450471/,3,2022-03-02 15:30:00
5号线朝南主卧独卫转租3000,https://www.douban.com/group/topic/261349786/,豆友eYWTYje5VU,https://www.douban.com/people/245687590/,0,2022-03-02 15:29:00
个人转租（地铁十四号线东风北桥）,https://www.douban.com/group/topic/261349760/,生活而已,https://www.douban.com/people/253993476/,0,2022-03-02 15:29:00
出租，南锣鼓巷胡同一居室,https://www.douban.com/group/topic/261349725/,Bryant,https://www.douban.com/people/81527928/,0,2022-03-02 15:29:00
【求租】求租望京、阜通、14号沿线一居或者合租,https://www.douban.com/group/topic/261349710/,kid,https://www.douban.com/people/68939215/,1,2022-03-02 15:28:00
转租一间卧室,https://www.douban.com/group/topic/261349672/,嗯,https://www.douban.com/people/249327146/,0,2022-03-02 15:28:00
7号线群芳0距离，荟萃园精装电梯合租，随时看房,https://www.douban.com/group/topic/261349498/,歖,https://www.douban.com/people/245197439/,0,2022-03-02 15:26:00
求租个五道口、六道口附近小区整租两居室！,https://www.douban.com/group/topic/261349447/,张艺风,https://www.douban.com/people/246969827/,0,2022-03-02 15:25:00
"没有中介费 服务费
地铁线路：立水桥  北苑  立水桥南 北苑路北 慧新西街南北口   安贞门 大屯路东  芍药居  望京 均有房源",https://www.douban.com/group/topic/261349362/,2511,https://www.douban.com/people/251532264/,0,2022-03-02 15:24:00
15号线后沙峪，精装两居室，4300出租，到地铁十来分钟，随时看房拎包入住哈，微15226806917,https://www.douban.com/group/topic/261349257/,桃花下浅酌,https://www.douban.com/people/97931692/,0,2022-03-02 15:23:00
6号线褡裢坡、传媒大学附近，福怡苑北小区3居室次卧寻找室友,https://www.douban.com/group/topic/261349161/,佛跳墙,https://www.douban.com/people/hetaonanren/,0,2022-03-02 15:22:00
个人房源，中介勿扰，六王坟甲2号院两居室(大屯路东地铁站、辛店村),https://www.douban.com/group/topic/261349152/,开心,https://www.douban.com/people/84427342/,0,2022-03-02 15:22:00
10/5/亦庄线宋家庄地铁站附近，房东直租没有中介费，可整租可分租，步行500米 交通便利 价格美丽 手慢无~可整租可分租。,https://www.douban.com/group/topic/261349144/,月下,https://www.douban.com/people/215332278/,2,2022-03-02 15:22:00
个人转租急急急，马泉营1900 35平大开间,https://www.douban.com/group/topic/261349138/,是念寶嘞,https://www.douban.com/people/165226280/,0,2022-03-02 15:22:00
十里堡地铁附近500米转租,https://www.douban.com/group/topic/261349123/,十八,https://www.douban.com/people/197218916/,0,2022-03-02 15:21:00
10号线石榴庄地铁站 临近地铁 拎包入住,https://www.douban.com/group/topic/261348880/,豆友F5MvXEXKBQ,https://www.douban.com/people/247719550/,0,2022-03-02 15:19:00
八角地铁南侧700米 万达商圈 紫御长安楼下 超大主卧带厨房 3000/🈷️,https://www.douban.com/group/topic/261348875/,大方,https://www.douban.com/people/251687188/,0,2022-03-02 15:19:00
康营家园23区正规次卧转租,https://www.douban.com/group/topic/261348853/,焦灼,https://www.douban.com/people/240565866/,0,2022-03-02 15:18:00
1号线八角游乐园地铁站_新华社小区_2600/月_无中介费。,https://www.douban.com/group/topic/261348692/,綠づ松石,https://www.douban.com/people/lv_songshi/,0,2022-03-02 15:16:00
望花路西里 双窗主卧带阳台 随时看房  小区旁边阜通站 凯德茂 小吃 餐馆 奶茶  2000多15978486377,https://www.douban.com/group/topic/261348657/,京15978486377,https://www.douban.com/people/250527607/,0,2022-03-02 15:15:00
求租|花园桥 北洼路 航天桥 首师大 增光路附近的单间卧室,https://www.douban.com/group/topic/261348642/,有个昵称,https://www.douban.com/people/219334844/,2,2022-03-02 15:15:00
求租/求天通苑区域一居/小两居整租,https://www.douban.com/group/topic/261348631/,灰猫zZZ,https://www.douban.com/people/192306783/,0,2022-03-02 15:15:00
亚林西合租找室友,https://www.douban.com/group/topic/261348571/,Joyce,https://www.douban.com/people/187812015/,0,2022-03-02 15:14:00
求租稻香园小区及附近小区南向房子，单人住，预算3000−3500，中介勿扰。,https://www.douban.com/group/topic/261348457/,Aurora,https://www.douban.com/people/Catgirl001/,0,2022-03-02 15:12:00
上地超大卧独卫直租,https://www.douban.com/group/topic/261348275/,未填写,https://www.douban.com/people/229764776/,0,2022-03-02 15:10:00
6号线 物资学院路站 新建村二期 步行5分钟到地铁 三家合住 主卧 南向 阳台 蛋壳装修 可做饭  无中介费,https://www.douban.com/group/topic/261348270/,豆,https://www.douban.com/people/250540371/,0,2022-03-02 15:10:00
门头沟城子公交西山天璟次卧1000临近公交商场直达石景山,https://www.douban.com/group/topic/261348227/,那些年的故事,https://www.douban.com/people/253997791/,0,2022-03-02 15:09:00
13号线西二旗地铁站回龙观新村朝南带阳台2500次卧2200小次1800随时可以入住看房电话微信同步18101220883,https://www.douban.com/group/topic/261348133/,西瓜月牙,https://www.douban.com/people/239933930/,0,2022-03-02 15:08:00
十里河地铁站 三家合住 精装大主卧 价格便宜 采光极好 有需要的联系我18632626107同微信,https://www.douban.com/group/topic/261347963/,远山惊鸿,https://www.douban.com/people/219737449/,0,2022-03-02 15:06:00
宋家庄次卧转租 1900/ 月,https://www.douban.com/group/topic/261347876/,小胖胖,https://www.douban.com/people/198684512/,0,2022-03-02 15:05:00
求租，北纬四十度小区，来广营，东湖渠，望京地铁附近,https://www.douban.com/group/topic/261347555/,豆友217125169,https://www.douban.com/people/217125169/,0,2022-03-02 15:01:00
求租北苑北房间,https://www.douban.com/group/topic/261347546/,会笑的猫,https://www.douban.com/people/153372165/,2,2022-03-02 15:01:00
育新附近，公寓方直租！无中介费，无服务费,https://www.douban.com/group/topic/261347434/,陈陈陈陈陈-,https://www.douban.com/people/244311997/,0,2022-03-02 14:59:00
回龙观龙泽地铁,https://www.douban.com/group/topic/261347306/,浅草……,https://www.douban.com/people/130484779/,0,2022-03-02 14:57:00
急租！！！转租北运河东地铁附近 阳台主卧,https://www.douban.com/group/topic/261347198/,-,https://www.douban.com/people/183084419/,4,2022-03-02 14:56:00
8号线回龙观东大街 良庄家园精装次卧1800,https://www.douban.com/group/topic/261347150/,平凡之路2,https://www.douban.com/people/247316818/,2,2022-03-02 14:55:00
宋家庄地铁大两居只租5000只租5000只租5000,https://www.douban.com/group/topic/261347117/,三三,https://www.douban.com/people/229680051/,1,2022-03-02 14:55:00
立水桥天通苑东一区,https://www.douban.com/group/topic/261347093/,豆友234830264,https://www.douban.com/people/234830264/,1,2022-03-02 14:54:00
个人转租 16号线 永丰南 1350元/月,https://www.douban.com/group/topic/261347065/,VV,https://www.douban.com/people/Warm-Heart/,0,2022-03-02 14:54:00
知春路全女孩可租一个多月,https://www.douban.com/group/topic/261347015/,Vx13020099518,https://www.douban.com/people/241076763/,2,2022-03-02 14:53:00
五道口  六道口  学院路，圣熙八号，建清园大一居室，随时入住，可住多人，18710117239,https://www.douban.com/group/topic/261346945/,添加好友失败 请,https://www.douban.com/people/202789897/,0,2022-03-02 14:52:00
求整租一居室，14号线，10号线，7号线沿线最好,https://www.douban.com/group/topic/261346915/,嘟嘟娃,https://www.douban.com/people/222042840/,2,2022-03-02 14:52:00
金盏嘉园   精美次卧出租   临近  798   草场地   地坛医院   望京SOHO   需要的联系w同 15201113137,https://www.douban.com/group/topic/261346903/,半熟的豆瓣,https://www.douban.com/people/248867482/,0,2022-03-02 14:52:00
求上奥世纪中心开间,https://www.douban.com/group/topic/261346889/,瞧你这笋,https://www.douban.com/people/231588895/,1,2022-03-02 14:52:00
招室友 10号线草桥欣园主卧出租,https://www.douban.com/group/topic/261346825/,Neutrino,https://www.douban.com/people/244288928/,0,2022-03-02 14:51:00
房东直租传媒大学地铁站招聘合租室友,https://www.douban.com/group/topic/261346605/,Call  me  baby,https://www.douban.com/people/129138643/,2,2022-03-02 14:48:00
求整租一居室，14号线，10号线，7号线沿线最好,https://www.douban.com/group/topic/261346915/,嘟嘟娃,https://www.douban.com/people/222042840/,2,2022-03-02 14:52:00
金盏嘉园   精美次卧出租   临近  798   草场地   地坛医院   望京SOHO   需要的联系w同 15201113137,https://www.douban.com/group/topic/261346903/,半熟的豆瓣,https://www.douban.com/people/248867482/,0,2022-03-02 14:52:00
求上奥世纪中心开间,https://www.douban.com/group/topic/261346889/,瞧你这笋,https://www.douban.com/people/231588895/,1,2022-03-02 14:52:00
招室友 10号线草桥欣园主卧出租,https://www.douban.com/group/topic/261346825/,Neutrino,https://www.douban.com/people/244288928/,0,2022-03-02 14:51:00
房东直租传媒大学地铁站招聘合租室友,https://www.douban.com/group/topic/261346605/,Call  me  baby,https://www.douban.com/people/129138643/,2,2022-03-02 14:48:00
求租古城附近精装修主卧或者大次,https://www.douban.com/group/topic/261346429/,晚风丶S,https://www.douban.com/people/234318049/,3,2022-03-02 14:45:00
《求租》 宏福苑，白各庄小区 一居室 22.3月底入住，男，无不良嗜好，求房东直租,https://www.douban.com/group/topic/261346292/,加油加油＾,https://www.douban.com/people/168827089/,0,2022-03-02 14:43:00
6号线草房 出门地铁站 找室友1850 中弘像素南区【主卧｜阳台｜独卫独厨】,https://www.douban.com/group/topic/261346196/,Gypsophila_Jie,https://www.douban.com/people/140001386/,4,2022-03-02 14:42:00
【求租】枣营附近一居室,https://www.douban.com/group/topic/261346128/,伴两,https://www.douban.com/people/196564260/,3,2022-03-02 14:41:00
求租八通线沿线周围的两居室  两个房间也可以,https://www.douban.com/group/topic/261346079/,阿高的日记,https://www.douban.com/people/183886327/,4,2022-03-02 14:40:00
超级蜂巢复古独立公寓房东直租无中介费,https://www.douban.com/group/topic/261346029/,设计师少山,https://www.douban.com/people/229202087/,0,2022-03-02 14:40:00
转租房东直租 房山 无中介费,https://www.douban.com/group/topic/261345989/,为你的眼眸干杯,https://www.douban.com/people/156420354/,1,2022-03-02 14:39:00
6号线 草房站 中弘北京像素  步行4分钟到地铁 两家合住 主卧 南向 自如装修 民水民电 无中介费 采光嘎嘎好,https://www.douban.com/group/topic/261345712/,♂紫夜流星雨,https://www.douban.com/people/186761776/,0,2022-03-02 14:36:00
【求租】北京大学东门对面小区的一居室或床铺,https://www.douban.com/group/topic/261345448/,Rona1d0,https://www.douban.com/people/222871527/,2,2022-03-02 14:32:00
五号线天通苑地铁站，朝南主卧独卫，包物业取暖费，燃气做饭，可押一付一，没有中介费服务费,https://www.douban.com/group/topic/261345426/,马迎伟,https://www.douban.com/people/247532221/,0,2022-03-02 14:32:00
两居室主卧转租//双井劲松地铁站,https://www.douban.com/group/topic/261345405/,多啦不吃香菜,https://www.douban.com/people/183864838/,1,2022-03-02 14:31:00
四号线出租,https://www.douban.com/group/topic/261345338/,夏月冬雪,https://www.douban.com/people/147426532/,0,2022-03-02 14:30:00
房东直租10号线芍药居地铁站附近芍药居甲4号院15平大次卧，月租金2800,https://www.douban.com/group/topic/261345335/,豆本豆,https://www.douban.com/people/191803959/,2,2022-03-02 14:30:00
朗芳园两居，精装修随时看房,https://www.douban.com/group/topic/261345331/,通州租房,https://www.douban.com/people/251250802/,3,2022-03-02 14:30:00
潘家园武圣东里转租次卧,https://www.douban.com/group/topic/261345294/,大耶,https://www.douban.com/people/184963503/,0,2022-03-02 14:30:00
求租 宋家庄地铁站附近主卧,https://www.douban.com/group/topic/261344984/,天上飞的小乌鸦,https://www.douban.com/people/171815985/,3,2022-03-02 14:26:00
个人超大卧招女室友，共享90多平大两居，6分钟到房山线稻田站里边乘车站台，1小时国贸。,https://www.douban.com/group/topic/261344971/,紫气东来,https://www.douban.com/people/153276032/,0,2022-03-02 14:25:00
转租8号线平西府地铁站附近小区—田园风光雅苑东区,https://www.douban.com/group/topic/261344932/,慢,https://www.douban.com/people/240040790/,0,2022-03-02 14:25:00
地铁8号线 永泰庄 清缘东里 南北通透两居室 包物业取暖 可宿舍！6600/月,https://www.douban.com/group/topic/261344931/,小草帽,https://www.douban.com/people/X66777/,0,2022-03-02 14:25:00
六号线地铁站附近求租两居室整租,https://www.douban.com/group/topic/261344852/,i,https://www.douban.com/people/229281011/,5,2022-03-02 14:23:00
（无中介费 独厨独卫开间出租）六号线草房 独厨独卫开间 包物业取暖 民水民电 拎包入住 精装修  随时看房,https://www.douban.com/group/topic/261344697/,啊龙龙呀！,https://www.douban.com/people/253899797/,2,2022-03-02 14:22:00
（本人发帖，其他勿信）首经贸，纪家庙，丰台站，首经贸附近大次卧个人转租，2500，不限男女，可两人，三室两厅两卫，无隔断,https://www.douban.com/group/topic/261344625/,蔷薇岛屿,https://www.douban.com/people/179921999/,0,2022-03-02 14:21:00
西三旗 回龙观｜13号线龙泽地铁站附近 新龙城一期主卧独卫4300 三家两卫 精装修 家具家电齐全 随时可以入住,https://www.douban.com/group/topic/261344518/,v,https://www.douban.com/people/249920902/,0,2022-03-02 14:19:00
酒仙桥正规两居整租（房东直租，无中介费用）,https://www.douban.com/group/topic/261344510/,沉默的高压线,https://www.douban.com/people/182662202/,1,2022-03-02 14:19:00
朝阳区欢乐谷7号线地铁，没有中介费，个人房子，不能有宠物1700   朝西次卧,https://www.douban.com/group/topic/261344488/,：小,https://www.douban.com/people/220139624/,0,2022-03-02 14:19:00
地铁4号线 公益西桥地铁150米 枫竹苑超大厅卧阳台 次卧出租 拎包入住 民水民电 精装修 首次出租 电梯楼,https://www.douban.com/group/topic/261344458/,王小小,https://www.douban.com/people/253966612/,2,2022-03-02 14:18:00
9号线六里桥东主卧招1-2女生,https://www.douban.com/group/topic/261344419/,孟子呀,https://www.douban.com/people/lavander-Gloria/,1,2022-03-02 14:18:00
八通线  七号线 主次卧 独卫 1500-1800-2500随时看房 全部精装现房 实图拍摄,https://www.douban.com/group/topic/261344275/,浓似,https://www.douban.com/people/252367832/,0,2022-03-02 14:16:00
出租9号线丰台南路站南北朝向小两居室,https://www.douban.com/group/topic/261344258/,豆友198971659,https://www.douban.com/people/198971659/,5,2022-03-02 14:16:00
10、13号线芍药居，太阳宫双线地铁，七圣中街融中心，圣馨家园小区，主卧阳台2800，看房电话微信15313177571,https://www.douban.com/group/topic/261344235/,七分裤,https://www.douban.com/people/233444801/,1,2022-03-02 14:16:00
6号线黄渠地铁站旁民族家园B区出租朝南大主卧带阳台 三家合租全女孩  紧邻地铁站 周边商圈环境好 公交地铁出行方便 欢迎随时看房,https://www.douban.com/group/topic/261344231/,王子航666,https://www.douban.com/people/245151342/,0,2022-03-02 14:16:00
大悦城，甘露园，甘露晴苑，次卧2300/月，押一付一,https://www.douban.com/group/topic/261344178/,冯13641161236,https://www.douban.com/people/250259696/,2,2022-03-02 14:15:00
已出,https://www.douban.com/group/topic/261344162/,申金金金冈刂,https://www.douban.com/people/179283331/,1,2022-03-02 14:15:00
北京昌平沙河北大桥66平米一居室出租，2500.,https://www.douban.com/group/topic/261344158/,小龙女,https://www.douban.com/people/dreamlotus/,0,2022-03-02 14:15:00
房东直租，快手小米软件园百度网易滴滴，西二旗西北旺，主卧次卧独卫1500公寓两居三居3000/4000,https://www.douban.com/group/topic/261344051/,靓仔,https://www.douban.com/people/249779010/,0,2022-03-02 14:13:00
6号线青年路附近，有合适的装修可以人员不复杂的主卧么，或者阳台房非隔断的…预算只有3000以内,https://www.douban.com/group/topic/261344048/,ยุพา-Ann,https://www.douban.com/people/174857691/,1,2022-03-02 14:13:00
求租中介勿扰  昌平朱辛庄顺玮阁小区,https://www.douban.com/group/topic/261343967/,犬来八荒,https://www.douban.com/people/215257991/,0,2022-03-02 14:12:00
环球贸易中心 天丰利市场附近 青年沟 小黄庄兴化路大龙公寓大次卧出租月租2700元136－－1135－－5991,https://www.douban.com/group/topic/261343882/,王营,https://www.douban.com/people/235710240/,0,2022-03-02 14:11:00
找室友 | 清华大学校内平房，找室友合租一居室，照澜院旁边,https://www.douban.com/group/topic/261343855/,seekfreedom,https://www.douban.com/people/232639951/,1,2022-03-02 14:11:00
望京上班首选 15号线南法信站 高层朝南一居3200🈷️ 无中介费 地铁步行10分钟 15号线性价比最高的一居 3/12号可入住 可预订,https://www.douban.com/group/topic/261343829/,滴号,https://www.douban.com/people/228470385/,1,2022-03-02 14:10:00
中关村 荣上居小区 最大两居室 出租 两个卫生间 家具家电部分换新 看房方便 长期出租,https://www.douban.com/group/topic/261343744/,故乡的炊烟,https://www.douban.com/people/212788378/,1,2022-03-02 14:09:00
马家堡角门西，求合租室友，限女生,https://www.douban.com/group/topic/261343701/,just so so,https://www.douban.com/people/63643984/,1,2022-03-02 14:08:00
八号线平西府地铁站二百米小区次卧1900转租,https://www.douban.com/group/topic/261343656/,小榕小榕法力无,https://www.douban.com/people/231138749/,1,2022-03-02 14:08:00
青年路，十里堡附近，次卧,https://www.douban.com/group/topic/261343615/,豆友XSHH8UpzD4,https://www.douban.com/people/248238438/,0,2022-03-02 14:07:00
独卫 国贸 大望路 金台夕照 SKP 中央电视台 财富中心 10号线金台夕照 1/14号线大望路 光华西里小区精装修,https://www.douban.com/group/topic/261343604/,豆友249920391,https://www.douban.com/people/249920391/,0,2022-03-02 14:07:00
找个室友 昌平县城还差一个没租出去,https://www.douban.com/group/topic/261343452/,小浪同学,https://www.douban.com/people/249575524/,0,2022-03-02 14:05:00
百子湾地铁口金海国际,https://www.douban.com/group/topic/261343438/,豆友250634057,https://www.douban.com/people/250634057/,2,2022-03-02 14:05:00
【求租】昌平沙河开间,https://www.douban.com/group/topic/261343355/,向晚,https://www.douban.com/people/199635911/,1,2022-03-02 14:04:00
找室友,https://www.douban.com/group/topic/261343286/,D_蜗牛,https://www.douban.com/people/73012253/,2,2022-03-02 14:03:00
求租昌平区一居室，邻地铁，预算2800,https://www.douban.com/group/topic/261343180/,治水不划水,https://www.douban.com/people/228591132/,7,2022-03-02 14:01:00
十里堡地铁口南北通透两居室押一付一,https://www.douban.com/group/topic/261343078/,小熊,https://www.douban.com/people/251852042/,4,2022-03-02 14:00:00
十号线苏州街地铁合租,https://www.douban.com/group/topic/261343029/,善羽,https://www.douban.com/people/170752306/,0,2022-03-02 13:59:00
